Start Date	2014.01.01															
End Date	2019.01.01															
																
	SPX Index	AMZN US Equity	GOOGL US Equity	FB US Equity	MSFT US Equity	JNJ US Equity	PFE US Equity	XOM US Equity	JPM US Equity	BRK/A US Equity	BA US Equity	HD US Equity	WMT US Equity	WFC US Equity	VZ US Equity	PEP US Equity
	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price
Dates	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST
2017.06.09	2431,77	978,31	970,12	149,6	70,32	131,53	32,77	82,13	86,96	254965	190,03	152,96	79,42	53,8	46,72	115,94
2017.06.12	2429,39	964,91	961,81	148,44	69,78	131,82	32,7	82,93	86,98	255900	190	152,18	79,24	54,09	47,19	116,23
2017.06.13	2440,35	980,79	970,5	150,68	70,65	132,02	32,58	82,96	87,27	257200	191,09	153,99	79,52	54,45	46,46	116,32
2017.06.14	2437,92	976,47	967,93	150,25	70,27	132,77	32,69	82,07	87,09	257150	192,38	156,76	79,9	54,53	46,69	117,37
2017.06.15	2432,46	964,17	960,18	149,8	69,9	133,04	32,81	82,26	86,57	255596	195,45	156,77	78,91	53,9	46,64	117,21
2017.06.16	2433,15	987,71	958,62	150,64	70	134,35	32,97	83,49	86,18	256450,1	196,44	156,64	75,24	53,89	46,63	116,86
2017.06.19	2453,46	995,17	975,22	152,87	70,87	134,07	33,22	82,76	88,07	257320	199,08	158,81	75,5	54,24	46,57	117,29
2017.06.20	2437,03	992,59	968,99	152,25	69,91	134,22	33,56	82,31	87,52	255860	198,33	157,67	75,54	53,46	45,94	117,95
2017.06.21	2435,61	1002,23	978,59	153,91	70,27	134,91	33,88	81,44	87,12	254400	199,17	156,59	76,24	52,98	45,41	117,42
2017.06.22	2434,5	1001,3	976,62	153,4	70,26	136,05	34,06	81,08	87,02	252620	199,44	155,48	75,52	52,49	45,42	116,15
2017.06.23	2438,3	1003,74	986,09	155,07	71,21	136,43	34,17	81,61	86,86	251800	202,23	151,31	74,84	52,45	45,39	116,96
2017.06.26	2439,07	993,98	972,09	153,59	70,53	136,34	34,04	81,24	87,24	251480	199,98	151,42	75,5	52,9	45,75	117,12
2017.06.27	2419,38	976,78	948,09	150,58	69,21	135,01	33,77	81,11	88,05	251310	198,89	152,24	76,01	53,16	44,84	115,94
2017.06.28	2440,69	990,33	961,01	153,24	69,8	133,82	33,75	81,53	89,82	254660	199,62	153,23	76,51	54,33	44,84	116,38
2017.06.29	2419,7	975,93	937,82	151,04	68,49	132,64	33,63	80,7	91,15	253901	197,46	152,16	75,93	55,78	44,41	115,18
2017.06.30	2423,41	968	929,68	150,98	68,93	132,29	33,59	80,73	91,4	254700	197,75	153,4	75,68	55,41	44,66	115,49
2017.07.03	2429,01	953,66	919,46	148,43	68,17	132,9	33,82	82,1	92,75	257980	198,59	154,01	75,36	55,78	45	115,44
2017.07.04	2429,01	953,66	919,46	148,43	68,17	132,9	33,82	82,1	92,75	257980	198,59	154,01	75,36	55,78	45	115,44
2017.07.05	2432,54	971,4	932,26	150,34	69,08	133,64	33,64	80,85	93,68	257500	201,81	152,69	75,32	55,78	44,65	115,3
2017.07.06	2409,75	965,14	927,69	148,82	68,57	132,52	33,22	80,12	93,38	255550	201,48	152,05	75,47	55,56	43,52	115,13
2017.07.07	2425,18	978,76	940,81	151,44	69,46	132,54	33,35	80,22	93,85	256780	202,37	152,23	75,33	55,74	43,48	115,51
2017.07.10	2427,43	996,47	951	153,5	69,98	131,55	33,41	80,16	93,19	255400	203,96	151,18	73,23	55,59	43,2	114,27
2017.07.11	2425,53	994,13	953,53	155,27	69,99	131,23	33,17	80,6	92,83	255500	206,27	150,6	73,47	55,04	42,89	113,74
2017.07.12	2443,25	1006,51	967,66	158,9	71,15	132,23	33,22	80,96	92,51	256000	206,44	152,59	73,94	55,17	43,22	114,77
2017.07.13	2447,83	1000,63	968,85	159,26	71,77	131,86	33,28	80,97	93,1	256000	206,23	153,29	75,05	55,6	43,49	114,02
2017.07.14	2459,27	1001,81	976,91	159,97	72,78	132,6	33,43	81,28	92,25	256020	208,51	152,88	76,34	54,99	43,56	114,93
2017.07.17	2459,14	1010,04	975,96	159,73	73,35	132,15	33,25	80,86	91,39	256200	209	153,89	76,37	54,71	43,66	114,93
2017.07.18	2460,61	1024,45	986,95	162,86	73,3	134,46	33,36	80,6	91,07	256100	208,24	152,17	76,2	54,8	43,36	115,01
2017.07.19	2473,83	1026,87	992,77	164,14	73,86	135,21	33,62	80,85	91,2	257500	210,88	153,3	75,87	54,94	43,45	115,34
2017.07.20	2473,45	1028,7	992,19	164,53	74,22	136,57	33,54	80,86	91,2	257651	210,28	147,03	76,02	54,88	44,22	115,51
2017.07.21	2472,54	1025,67	993,84	164,43	73,79	135,31	33,48	80,12	90,89	257645	212,14	146,65	76,15	54,17	44,23	116,63
2017.07.24	2469,91	1038,95	998,31	166	73,6	133,01	33,32	79,87	91,28	257689	212,18	144,58	76,89	54,27	43,71	116,13
2017.07.25	2477,13	1039,87	969,03	165,28	74,19	131,88	33,1	80,27	92,8	259410	212,46	146,97	78,52	55,06	43,98	116,45
2017.07.26	2477,83	1052,8	965,31	165,61	74,05	130,95	32,89	80,37	91,93	259600	233,45	146,69	78,9	54,91	44,4	117,19
2017.07.27	2475,42	1046	952,51	170,44	73,16	130,83	33	80,83	91,55	259709	241	147,73	79,78	54,71	47,81	117,34
2017.07.28	2472,1	1020,04	958,33	172,45	73,04	131,85	33,15	79,6	91,28	261026	241,27	148,08	79,81	53,3	47,94	116,61
2017.07.31	2470,3	987,78	945,5	169,25	72,7	132,72	33,16	80,04	91,8	262786	242,46	149,6	79,99	53,94	48,4	116,61
2017.08.01	2476,35	996,19	946,56	169,86	72,58	132,51	33,08	80,17	93,03	264321	239,44	149,85	80,5	54,08	48,89	115,92
2017.08.02	2477,57	995,89	947,64	169,3	72,26	132,16	32,92	80,6	93,11	266730	237,95	150,5	80,53	53,62	48,21	115,61
2017.08.03	2472,16	986,92	940,3	168,59	72,15	133,35	33,43	80,49	92,5	268370,2	238,25	150,79	80,87	53,4	48,61	116,3
2017.08.04	2476,83	987,58	945,79	169,62	72,68	133,18	33,64	80,21	93,66	270000	237,71	152,75	80,48	52,84	48,91	116,37
2017.08.07	2480,91	992,27	945,75	171,98	72,4	132,86	33,31	80,16	94,02	266985	240,23	153,35	81,28	52,54	48,86	116,96
2017.08.08	2474,92	989,84	944,19	171,23	72,79	132,27	33,28	79,96	93,68	264566	239,5	153,35	81,59	52,71	48,6	116,71
2017.08.09	2474,02	982,01	940,08	171,18	72,47	133,23	33,45	80,21	93,53	267030	234,31	155,26	81,61	52,79	48,22	116,63
2017.08.10	2438,21	956,92	923,59	167,4	71,41	133,09	33,42	78,97	92,19	264601	232,88	153,88	80,66	51,95	48,02	116,38
2017.08.11	2441,32	967,99	930,09	168,08	72,5	133,1	33,25	78,21	91,42	263000	234,88	154,88	80,4	51,94	48,06	116,51
2017.08.14	2465,84	983,3	938,93	170,75	73,59	133,48	33,31	78,23	92,49	266370	237,15	154,26	80,7	52,84	48,78	117,84
2017.08.15	2464,61	982,74	938,08	171	73,22	133,38	33,38	78,04	92,73	266795	239,17	150,17	80,77	52,85	48,48	118,97
2017.08.16	2468,11	978,18	944,27	170	73,65	134,17	33,36	77,47	92,09	267856	237,59	152,25	80,98	52,69	48,41	119,1
2017.08.17	2430,01	960,57	927,66	166,91	72,4	133,04	32,95	76,26	90,65	267075	235,59	149,67	79,7	51,8	47,89	118,39
2017.08.18	2425,55	958,47	926,18	167,41	72,49	132,63	32,67	76,64	90,74	267377	235,77	147,49	79,31	51,68	47,69	117,6
2017.08.21	2428,37	953,29	920,87	167,78	72,15	133,45	32,76	76,38	90,63	268540	235,68	149,2	79,71	51,82	48,14	118,26
2017.08.22	2452,51	966,9	940,4	169,64	73,16	134,7	33,15	76,74	91,56	270960	239,75	149,91	80,02	52,22	48,35	117,92
2017.08.23	2444,04	958	942,58	168,71	72,72	132,8	33,24	76,61	91,67	270430	238,09	149,1	79,96	52,03	48,28	117,29
2017.08.24	2438,97	952,45	936,89	167,74	72,69	132,89	33,23	76,33	91,52	268565,1	238,74	148,25	78,34	52,16	48,31	116,22
2017.08.25	2443,05	945,26	930,5	166,32	72,82	131,68	33,39	76,72	91,89	269761	235,89	149,65	78,63	51,77	48,68	115,85
2017.08.28	2444,24	946,02	928,13	167,24	72,83	131,74	33,47	76,47	91,6	268035	237,18	151,39	78,03	51,63	48,61	115,54
2017.08.29	2446,3	954,06	935,75	168,05	73,05	132,21	33,5	76,45	91,1	268090	240,49	149,84	78,77	51,42	48,51	115,84
2017.08.30	2457,59	967,59	943,63	169,92	74,01	131,07	33,45	76,1	91,31	270420	240,46	150	78,54	51,36	48,12	115,15
2017.08.31	2471,65	980,6	955,24	171,97	74,77	132,37	33,92	76,33	90,89	271450	239,66	149,87	78,07	51,07	47,97	115,73
2017.09.01	2476,55	978,25	951,99	172,02	73,94	131,03	33,96	76,57	91,7	271061,8	240,33	150,78	78,37	50,97	47,92	115,84
2017.09.04	2476,55	978,25	951,99	172,02	73,94	131,03	33,96	76,57	91,7	271061,8	240,33	150,78	78,37	50,97	47,92	115,84
2017.09.05	2457,85	965,27	941,48	170,72	73,61	129,9	33,8	77,18	89,51	265744	237	152,93	79,8	50,1	47,36	115,87
2017.09.06	2465,54	967,8	942,02	172,09	73,4	130,67	33,99	78,78	90,11	265420	234,62	156,56	80,08	49,88	46,91	116,35
2017.09.07	2465,1	979,47	949,89	173,21	74,34	132,19	33,99	79,03	88,53	260500	236,31	157,93	80,12	49,68	46,2	116,99
2017.09.08	2461,43	965,9	941,41	170,95	73,98	130,98	34,1	78,82	88,42	263600	238,78	159,66	78,88	49,58	46,11	115,04
2017.09.11	2488,11	977,96	943,29	173,51	74,76	133,21	34,32	79,25	89,79	266870	240,59	158,37	79,08	50,66	46,3	115,69
2017.09.12	2496,48	982,58	946,65	172,96	74,68	132,63	35,37	79,5	90,89	267911	240,58	159,91	79,61	51,57	46,79	115
2017.09.13	2498,37	999,6	950,44	173,05	75,21	132,45	35,06	79,77	91,15	268450	241,93	160,02	79,86	51,46	47,25	114,45
2017.09.14	2495,62	992,21	940,13	170,96	74,77	134,18	35,73	80,09	90,97	268322	245,23	159,38	79,68	51,29	47,18	114,19
2017.09.15	2500,23	986,79	935,29	171,64	75,31	134,45	35,36	80,07	91,62	270200	249	158,4	80,38	51,66	47,86	114,85
2017.09.18	2503,87	974,19	929,75	170,01	75,16	135,38	35,55	80,09	92,92	272480	253,08	157,81	80	52,71	48,09	114,99
2017.09.19	2506,65	969,86	936,86	172,52	75,44	135,22	35,45	80,22	93,94	274850	252,46	157,66	80,05	53,36	49,34	114,49
2017.09.20	2508,24	973,21	947,54	172,17	74,94	133,22	35,99	80,55	94,6	275630	255,46	158,68	80,5	53,75	49,48	113,58
2017.09.21	2500,6	964,65	947,55	171,11	74,21	131,75	35,97	79,89	95,03	274600	256,04	159,19	80,01	54,06	48,94	112,8
2017.09.22	2502,22	955,1	943,26	170,54	74,41	131,39	35,96	79,92	94,83	273139	256,45	159,97	79,53	54,25	49,9	111,85
2017.09.25	2496,66	939,79	934,28	162,87	73,26	131,17	35,51	80,98	94,12	273660	254,32	161,1	79,15	54,03	49,9	111,94
2017.09.26	2496,84	938,6	937,43	164,21	73,26	130,94	35,3	80,89	93,7	272800	253,7	161,26	79,39	53,8	49,51	111,81
2017.09.27	2507,04	950,87	959,9	167,68	73,85	129,75	35,45	81,43	95,18	274940	255,28	160,92	79,29	54,21	49,51	111,1
2017.09.28	2510,06	956,4	964,81	168,73	73,87	129,47	35,6	82,19	95,38	274770	254,27	162,36	78,95	54,25	49,41	111,64
2017.09.29	2519,36	961,35	973,72	170,87	74,49	130,01	35,7	81,98	95,51	274740	254,21	163,56	78,14	55,15	49,49	111,43
2017.10.02	2529,12	959,19	967,47	169,47	74,61	131,22	36,07	81,63	96,84	278010	255,99	164,02	78,45	55,47	49,36	109,12
2017.10.03	2534,58	957,1	972,08	169,96	74,26	132,1	36,14	81,76	97,35	278700	255,46	165,17	79,22	55,58	49,85	109,13
2017.10.04	2537,74	965,45	966,78	168,42	74,69	132,89	35,96	81,79	96,36	278670	255,76	165,29	79,09	54,96	49,9	109,34
2017.10.05	2552,07	980,85	985,19	171,24	75,97	133,19	36	82,02	97,09	280360	258,89	166,12	79,41	55,39	49,77	110,45
2017.10.06	2549,33	989,58	993,64	172,23	76	133,22	36,05	81,71	96,92	281000	258,58	165,85	79	55,58	48,81	110,4
2017.10.09	2544,73	990,99	992,31	172,5	76,29	133,45	36,14	82,03	96,41	281089	258,39	165,71	80,53	55,14	49,05	110,01
2017.10.10	2550,64	987,2	987,8	171,59	76,29	133,9	36,4	82,26	97,13	281950	260,93	165,16	84,13	55,61	49,14	110,78
2017.10.11	2555,24	995	1005,65	172,74	76,42	136,65	36,45	82,6	96,84	281085	261,44	165,25	85,73	55,66	48,86	111,51
2017.10.12	2550,93	1000,93	1005,65	172,55	77,12	136,83	36,35	82,43	95,99	279383	261,91	164,59	86,1	55,21	48,35	112,45
2017.10.13	2553,17	1002,94	1007,87	173,74	77,49	136,43	36,34	82,41	95,86	280850	260,74	164,47	86,62	53,69	47,86	112,62
2017.10.16	2557,64	1006,34	1009,35	174,52	77,65	136,12	35,98	82,81	97,84	281960	259,75	164,22	85,74	53,8	48,09	113,57
2017.10.17	2559,36	1009,13	1011	176,11	77,59	140,79	36,2	82,96	97,62	281050	258,62	163,35	85,98	53,19	48,4	112,19
2017.10.18	2561,26	997	1012,74	176,03	77,61	140,68	35,83	82,76	97,99	281290	260,04	163,45	86,22	53,41	48,65	111,95
2017.10.19	2562,1	986,61	1001,84	174,56	77,91	142,04	36,24	82,74	98,11	280815	259,04	163,24	86,4	53,75	49,21	112,67
2017.10.20	2575,21	982,91	1005,07	174,98	78,81	142,4	36,42	83,11	99,51	283352,5	264,75	163,43	87,44	54,92	49,53	111,61
2017.10.23	2564,98	966,3	985,54	171,27	78,83	143,62	36,4	83,24	99,34	284198	262,32	164,74	88,65	54,91	48,99	111,69
2017.10.24	2569,13	975,9	988,49	171,8	78,86	141,64	36,27	83,47	100,92	284570	266	166,03	87,98	55,42	48,94	110,75
2017.10.25	2557,15	972,91	991,46	170,6	78,63	142,36	36,16	83,17	101,02	283035	258,42	166,07	88,48	55,25	48,64	110,07
2017.10.26	2560,4	972,43	991,42	170,63	78,76	141,81	35,74	83,47	101,74	282810	259,27	167,65	88,62	55,62	48,89	110,73
2017.10.27	2581,07	1100,95	1033,67	177,88	83,81	141,78	35,6	83,71	101,77	281600	256,46	167,34	88,17	55,87	48,87	110,6
2017.10.30	2572,83	1110,85	1033,13	179,87	83,89	140	35,15	83,54	101,41	281940	259,25	165,31	86,95	55,85	47,83	109,65
2017.10.31	2575,26	1105,28	1033,04	180,06	83,18	139,41	35,06	83,35	100,61	280470	257,98	165,78	87,31	56,14	47,87	110,23
2017.11.01	2579,36	1103,68	1042,595	182,66	83,18	139,98	35,26	83,87	100,92	280000	258,5	165,38	87,94	56,21	47,83	110,13
2017.11.02	2579,85	1094,22	1042,97	178,92	84,05	139,93	35,46	83,53	101,59	283434	262,63	162,71	88,8	56,48	47,46	110,05
2017.11.03	2587,84	1111,6	1049,99	178,92	84,14	140,08	35,55	83,18	101,41	280470	261,75	164,39	89,68	56,35	47,42	110,22
2017.11.06	2591,13	1120,66	1042,68	180,17	84,47	139,76	35,32	83,75	100,78	280170	264,07	164,22	88,7	56,18	45,53	109,26
2017.11.07	2590,64	1123,17	1052,39	180,25	84,27	139,77	35,36	83,58	98,75	279361	266,13	163,66	88,95	55,05	45,57	110,47
2017.11.08	2594,38	1132,88	1058,29	179,56	84,56	141,32	35,34	83,47	97,64	276676	265,57	164,05	90,26	54,26	45,46	112
2017.11.09	2584,62	1129,13	1047,72	179,3	84,09	140,35	35,2	83,97	97,63	276556	262,7	163,27	90,3	54	45,07	111,48
2017.11.10	2582,3	1125,35	1044,15	178,46	83,87	139,56	35,18	82,94	97,51	275660	260,85	164,11	90,92	53,81	44,88	112,75
2017.11.13	2584,84	1129,17	1041,2	178,77	83,93	139,76	35,3	82,89	97,86	276347	262,42	165,35	90,99	53,72	44,75	114,04
2017.11.14	2578,87	1136,84	1041,64	178,07	84,05	139,49	35,38	82,24	97,27	274810	261,76	168,06	91,09	54,04	44,22	115,76
2017.11.15	2564,62	1126,69	1036,41	177,95	82,98	139,1	35,36	81,21	98,19	272730	262,86	165,47	89,83	53,75	44,11	115,1
2017.11.16	2585,64	1137,29	1048,47	179,59	83,2	138,87	35,56	80,56	98,47	272700	263,7	167,5	99,62	54,6	44,77	115,23
2017.11.17	2578,85	1129,88	1035,89	179	82,4	138	35,37	80,24	98,14	271410	262,26	167,74	97,47	54,15	45,42	114,68
2017.11.20	2582,14	1126,31	1034,66	178,74	82,53	137,93	35,35	80,55	99,01	272005	264,63	170,45	97,48	54,05	46,2	114,91
2017.11.21	2599,03	1139,49	1050,3	181,86	83,72	138,34	35,54	80,87	98,93	275000	266,99	172,86	96,52	54,52	46,18	116,05
2017.11.22	2597,08	1156,16	1051,92	180,87	83,11	137,29	35,43	81,1	98,64	275000	265,15	172,06	96,41	54,06	47,1	115,08
2017.11.23	2597,08	1156,16	1051,92	180,87	83,11	137,29	35,43	81,1	98,64	275000	265,15	172,06	96,41	54,06	47,1	115,08
2017.11.24	2602,42	1186	1056,52	182,78	83,26	138,01	35,49	81,42	98,32	274417	265,88	172,33	96,62	54,09	47,01	115,9
2017.11.27	2601,42	1195,83	1072,01	183,03	83,87	138,1	35,49	81,11	97,93	276230	265,58	174,16	96,62	53,95	47,66	115,85
2017.11.28	2627,04	1193,6	1063,29	182,42	84,88	140,02	35,85	81,67	101,36	280440	267,99	176,57	96,77	55,57	48,82	116,77
2017.11.29	2626,07	1161,27	1037,38	175,13	83,34	139,81	36,21	82,27	103,73	284900	269,3	177,25	97,56	56,68	49,9	116,84
2017.11.30	2647,58	1176,75	1036,17	177,18	84,17	139,33	36,26	83,29	104,52	291500	276,8	179,82	97,23	56,47	50,89	116,52
2017.12.01	2642,22	1162,35	1025,07	175,1	84,26	139,98	36,35	83,46	104,79	291000,2	271,38	180,42	97,35	56,2	51,25	116,78
2017.12.04	2639,44	1133,95	1011,87	171,47	81,08	139,01	36,06	83,57	106,95	295490	277,97	184,9	97,01	57,39	51,72	117,46
2017.12.05	2629,57	1141,57	1019,6	172,83	81,59	139,67	35,63	82,89	105,72	294105	275,54	182,85	97,83	58,55	50,92	117,59
2017.12.06	2629,27	1152,35	1032,72	176,06	82,78	141,06	35,56	82,28	104,93	294146	278,27	180,8	97,28	58,57	50,68	118,9
2017.12.07	2636,98	1159,79	1044,57	180,14	82,49	140,01	35,5	82,55	104,62	294100	281,97	182	96,78	59,36	50,42	116,73
2017.12.08	2651,5	1162	1049,38	179	84,16	140,59	35,74	82,66	105,93	294385,3	285,9	183,41	96,55	59,31	51,09	116,57
2017.12.11	2659,99	1168,92	1051,97	179,04	85,23	141,14	36,21	83,03	105,62	295480	283,16	182,25	96,93	58,87	51,84	117,39
2017.12.12	2664,11	1165,08	1048,77	176,96	85,58	142,6	36,58	82,76	106,85	298630	289,94	181,8	96,7	60,33	53,19	117,4
2017.12.13	2662,85	1164,13	1051,39	178,3	85,35	142,89	36,64	83,12	105,51	296180	291,84	183,03	97,76	59,4	52,89	117,8
2017.12.14	2652,01	1174,26	1057,47	178,39	84,69	141,65	36,46	82,9	104,66	295815	293,88	182,13	97,13	59,22	52,34	118,02
2017.12.15	2675,81	1179,14	1072	180,18	86,85	142,46	37,2	83,03	106,14	296280	293,94	182,58	97,11	59,87	52,67	119,22
2017.12.18	2690,16	1190,58	1085,09	180,82	86,38	141,8	37,13	82,94	106,96	299360	296,14	184,73	97,9	60,92	53,25	118,05
2017.12.19	2681,47	1187,38	1079,78	179,51	85,83	141,78	36,94	82,44	106,51	296992	297,25	185,98	98,8	60,36	52,83	118,61
2017.12.20	2679,25	1177,62	1073,56	177,89	85,52	141,16	36,46	82,87	106,14	296500	297,9	187,31	98,75	60,14	52,77	119,02
2017.12.21	2684,57	1174,76	1070,85	177,45	85,5	141,06	36,24	83,85	107,83	298200	295,03	188,08	98,06	61,61	53,01	118,26
2017.12.22	2683,34	1168,36	1068,86	177,2	85,51	140,12	36,14	83,97	107,45	296400,3	295,1	188,13	98,21	61,55	53,19	118,6
2017.12.25	2683,34	1168,36	1068,86	177,2	85,51	140,12	36,14	83,97	107,45	296400,3	295,1	188,13	98,21	61,55	53,19	118,6
2017.12.26	2680,5	1176,76	1065,85	175,99	85,4	140,09	36,21	83,98	107,02	296370	295,36	190,36	99,16	61,13	53,22	118,89
2017.12.27	2682,62	1182,26	1060,2	177,62	85,71	140,57	36,33	83,9	107,22	298120	295,62	190,19	99,26	60,95	53,28	119,3
2017.12.28	2687,54	1186,1	1055,95	177,92	85,72	140,56	36,37	84,02	107,79	299210	296,35	189,78	99,4	61,3	53,43	119,35
2017.12.29	2673,61	1169,47	1053,4	176,46	85,54	139,72	36,22	83,64	106,94	297600	294,91	189,53	98,75	60,67	52,93	119,92
2018.01.01	2673,61	1169,47	1053,4	176,46	85,54	139,72	36,22	83,64	106,94	297600	294,91	189,53	98,75	60,67	52,93	119,92
2018.01.02	2695,81	1189,01	1073,21	181,42	85,95	139,23	36,44	85,03	107,95	295755	296,84	188,03	98,59	61,09	53,53	118,06
2018.01.03	2713,06	1204,2	1091,52	184,67	86,35	140,56	36,71	86,7	108,06	299905	297,8	189,01	99,45	61,56	52,43	117,75
2018.01.04	2723,99	1209,59	1095,76	184,33	87,11	140,55	36,79	86,82	109,04	300516	296,67	190,51	99,54	62,33	52,6	118,33
2018.01.05	2743,15	1229,14	1110,29	186,85	88,19	141,71	36,86	86,75	108,34	301525	308,84	192,5	100,13	62,75	52,48	118,67
2018.01.08	2747,71	1246,87	1114,21	188,28	88,28	141,89	36,45	87,14	108,5	304180	310,15	192,04	101,61	62,04	52,39	117,99
2018.01.09	2751,29	1252,7	1112,79	187,87	88,22	144,14	36,41	86,77	109,05	304500	318,43	193,1	100,39	62,26	51,61	118,08
2018.01.10	2748,23	1254,33	1110,14	187,84	87,82	143,97	36,47	86,08	110,25	308350	320,26	191,8	99,67	63,12	51,69	117,48
2018.01.11	2767,56	1276,68	1112,05	187,77	88,08	144,79	36,56	86,93	110,84	309950	328,12	194,68	100,02	63,01	52,11	116,88
2018.01.12	2786,24	1305,2	1130,65	179,37	89,6	145,76	36,54	87,52	112,67	315225	336,21	196,42	100,87	62,55	51,86	117,38
2018.01.15	2786,24	1305,2	1130,65	179,37	89,6	145,76	36,54	87,52	112,67	315225	336,21	196,42	100,87	62,55	51,86	117,38
2018.01.16	2776,42	1304,86	1130,7	178,39	88,35	146,86	36,6	86,97	112,27	315261	335,16	196,31	100,69	62,5	51,66	117,86
2018.01.17	2802,56	1295	1139,1	177,6	90,14	146,98	37,18	88	112,99	321469	351,01	199,82	102,7	63,88	51,72	119,18
2018.01.18	2798,03	1293,32	1135,97	179,8	90,1	146,92	36,99	87,43	113,26	320000	340,16	198,33	104,3	63,95	51,55	119,05
2018.01.19	2810,3	1294,58	1143,5	181,29	90	147,36	36,94	87,15	113,01	320238	337,73	201,33	104,59	64,22	51,91	120,17
2018.01.22	2832,97	1327,31	1164,16	185,37	91,61	148,14	36,93	88,25	114,33	324064	338	204,46	105,45	64,73	53,46	121,51
2018.01.23	2839,13	1362,54	1176,17	189,35	91,9	141,83	36,82	88,3	114,21	322885	335,59	204,9	105,9	64,49	53,23	121,3
2018.01.24	2837,54	1357,51	1171,29	186,55	91,82	142,07	36,93	88,53	115,67	323480	334,69	206,22	105,79	65,48	54,22	121,14
2018.01.25	2839,25	1377,95	1182,14	187,48	92,33	144,4	37,23	88,37	115,7	322850	343,11	205,37	106,6	65,65	54,29	120,9
2018.01.26	2872,87	1402,05	1187,56	190	94,06	145,33	39,01	89	116,32	325915	343,22	207,23	108,39	65,93	54,72	121,76
2018.01.29	2853,53	1417,68	1186,48	185,98	93,92	143,68	39,02	88,01	116,2	323500	340,82	204,92	109,55	65,82	54,13	119,67
2018.01.30	2822,43	1437,82	1177,37	187,12	92,74	142,43	37,8	86,78	115,11	323000	337,71	201,81	107,73	65,28	53,9	119,89
2018.01.31	2823,81	1450,89	1182,22	186,89	95,01	138,19	37,04	87,3	115,67	323375,1	354,37	200,9	106,6	65,78	54,07	120,3
2018.02.01	2821,98	1390	1181,59	193,09	94,26	140,02	36,83	89,07	116,87	325900	356,94	199,9	105,52	65,51	54,3	120,3
2018.02.02	2762,13	1429,95	1119,2	190,28	91,78	137,68	36,61	84,53	114,28	314339,9	348,91	193,97	104,48	64,07	52,98	118,67
2018.02.05	2648,94	1390	1062,39	181,26	88	130,39	34,67	79,72	108,8	295600	328,88	183,11	100,09	58,16	50,5	114,46
2018.02.06	2695,14	1442,84	1084,43	185,31	91,33	131,83	35,28	78,35	112,11	303000	340,91	191,04	100,9	57,28	50,83	113,56
2018.02.07	2681,66	1416,78	1055,41	180,18	89,61	131,42	34,98	76,94	112,87	301000	348,12	191,29	102,85	57,54	51,01	113,5
2018.02.08	2581	1350,5	1007,71	171,58	85,01	126,36	33,63	76,07	107,88	288000	329,66	181,22	100,02	55,4	49,04	110,15
2018.02.09	2619,55	1339,6	1046,27	176,11	88,18	129,53	34,16	75,78	110,04	294140	332,83	184,12	99,37	56,13	49,88	111,18
2018.02.12	2656	1386,23	1054,56	176,41	89,13	130,27	34,66	76,42	111,74	298940	343,8	184,06	99,55	56,5	50,11	111,93
2018.02.13	2662,94	1414,51	1054,14	173,15	89,83	129,96	34,94	76,3	112,43	297500	343,16	183,72	100,98	58	50,08	112,14
2018.02.14	2698,63	1451,05	1072,7	179,52	90,81	129,67	35,19	76,46	115,03	301005	344,85	184,69	101,7	59,55	49,51	109,11
2018.02.15	2731,2	1461,76	1091,36	179,96	92,66	131,23	35,71	76,21	115,51	305999	356,46	185,27	103,23	60,02	49,74	110,97
2018.02.16	2732,22	1448,69	1095,5	177,36	92	133,15	36,26	76,54	114,68	306000	355,04	186,97	104,78	59,95	50,15	111,06
2018.02.19	2732,22	1448,69	1095,5	177,36	92	133,15	36,26	76,54	114,68	306000	355,04	186,97	104,78	59,95	50,15	111,06
2018.02.20	2716,26	1468,35	1103,59	176,01	92,72	130,87	36,01	75,75	114,71	304904	353,35	186,71	94,11	59,95	48,92	109,48
2018.02.21	2701,33	1482,92	1113,75	177,91	91,49	129,91	35,76	74,89	115,19	301530	352,37	183,06	91,52	59,73	47,96	108
2018.02.22	2703,96	1485,34	1109,9	178,99	91,73	129,91	35,74	75,86	114,98	301404	355,92	185,47	92,77	58,81	47,87	109,26
2018.02.23	2747,3	1500	1128,09	183,29	94,06	132,02	36,26	77,53	117,31	304020	356,66	188,35	92,89	59,17	48,29	109,68
2018.02.26	2779,6	1521,95	1143,7	184,93	95,42	132,07	37,09	78,84	118,77	316126	363,48	188,46	93,12	59,97	49,09	110,94
2018.02.27	2744,28	1511,98	1117,51	181,46	94,2	131,67	36,8	77,5	117,36	314345	364,64	184,98	91,52	59,21	48,04	110,89
2018.02.28	2713,83	1512,45	1103,92	178,32	93,77	129,88	36,31	75,74	115,5	310250	362,21	182,27	90,01	58,41	47,74	109,73
2018.03.01	2677,67	1493,45	1071,41	175,94	92,85	127,28	35,63	75,2	113,43	302945,8	349,69	179,64	89,08	57,31	47,96	108,12
